,perturbation,E2F_target_genes,DNA_damage_response,MAPK_pathway,PI3K_AKT_pathway,n_genes,KO_MYC,KO_TP53,HIGH_CDKN1A,KO_BRCA1,KO_KRAS,KO_PTEN,_scvi_batch,_scvi_labels,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,score_E2F_targets,score_p53_targets,score_DNA_damage,score_MAPK_ERK,score_PI3K_AKT
725,PTEN,0.5587879167632779,0.808883280735692,0.2476430690449141,0.897032409176293,321.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6659771106861254,0.1482243413510529,-0.4083175941749855,0.21593272838186728,-0.06486554827008928
726,KRAS,0.7434481946769914,0.4408277946565223,0.5839581808432586,0.0821573209057838,302.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30836135016547295,-0.13094849793807328,-0.2353578920717594,-0.2784600014382219,-0.5428365298679896
727,TP53,0.2095587138562603,0.3948554623760208,0.1593152390194595,0.8312807608055267,318.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8047399803444191,0.11125586136527676,-0.5444977442423503,0.027194155023453126,0.5460569654192244
728,MYC,0.2975183852198008,0.9499237578801066,0.439551259721429,0.4705525990512356,305.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0105691839147497,0.030911288054092934,-0.5624630115650318,0.03853366121332713,0.0819069453648158
729,MYC,0.947561078638808,0.7944505379983632,0.3366740516944799,0.0249030278675804,328.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.267033146045826,-0.42996203381082276,-0.20285904495804385,-0.19109032001901172,-0.3742020198277063
730,BRCA1,0.470976455912891,0.1883960971855826,0.619841193075397,0.6896937853452106,305.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0827178884435582,-0.16548450304114315,-0.25549297332763676,0.33359892013225156,-0.7599474225725447
731,BRCA1,0.895362842559111,0.1444957507671568,0.3579790328556055,0.0484190763132676,304.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2533669436419455,-0.014094232476275836,-0.08151554531521277,-0.09426543661888598,-0.01607690538678841
732,MYC,0.5810141637613037,0.1212268376006259,0.7993269218886958,0.1785506596273816,324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6764953330711081,0.1532061286594555,0.012504309195059182,0.5037960904709837,0.17579525538853225
733,TP53,0.6745674637804255,0.7070422271609244,0.6629695334689155,0.2213027496894364,314.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02907312181260857,0.2271979041721508,-0.06648900420577442,-0.04411994244189965,-0.6443232945033484
734,BRCA1,0.2090743401398248,0.1568484167585825,0.2179745791107884,0.1720649979874331,314.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8544738345676,0.4342341298642365,0.2530387101350007,0.13764725543083034,-0.2562129838126046
735,KRAS,0.8347746450029173,0.0841839088546605,0.367189341635762,0.630573996161181,313.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6422912809583876,0.1852597029312797,-0.42259790279247134,0.35360958424020317,-0.16580453600202283
736,PTEN,0.3568021382447492,0.1901651191791864,0.2818775653297627,0.8577361249785276,302.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2787620473791053,-0.02587377299433169,-0.20819408981888365,-0.07303756551539653,0.01305465698242192
737,PTEN,0.5749544822133622,0.0259240457157038,0.6581760609985288,0.1124746872246841,325.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.412330224778917,0.14189259073008675,-0.4755484157138401,-0.298031194159325,-0.7802042620522636
738,KRAS,0.4137774422914273,0.8947992654902257,0.3333239193490919,0.4996452393992028,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8762906957555698,-0.012477816706118361,-0.15596075411196098,-0.06058860129498411,-0.43741921016148155
739,PTEN,0.2227305066027514,0.8067339715164618,0.1741793107377749,0.7844054469898273,320.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86275678564001,-0.1701636438784393,0.014385901557074643,0.05069654748794883,-0.2735072408403669
740,KRAS,0.5101830890868376,0.6772616031323544,0.1187161957997985,0.0056997588154389,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09665313650060581,0.2792250923488453,0.11930290151525424,-0.005509826984811506,-0.6710278919764928
741,PTEN,0.903002535852902,0.0441461756333867,0.5268790953388799,0.59193352738364,308.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.445274896974917,0.3877980190774668,-0.08080581735681602,-0.08106500747356016,-0.4524674143110001
742,PTEN,0.9201941425481872,0.1106091062454578,0.9474169043513374,0.7334596430687661,309.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2685433705647784,0.27200067768926206,-0.1280572891235352,-0.16823452685741658,-0.1017606462751115
743,KRAS,0.8292986450828148,0.5075329265563535,0.5942303136330634,0.687523931697823,303.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5172912950868962,0.1353916416997496,-0.12275379675405995,-0.2865114212036133,-0.20481694085257396
744,MYC,0.2346185834351384,0.1393667199423476,0.0498807707471665,0.6021402005567157,335.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3600580709951895,0.1336623399154,0.36775946440520113,0.2686153898847865,-0.44621631077357704
745,MYC,0.0748662617829911,0.6857264254962604,0.5673208275607565,0.7529676127533768,307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3912513450339987,0.723857299141262,-0.5160357510602032,0.4491135049373547,0.07336624690464566
746,PTEN,0.7248093362588485,0.4889080311930693,0.8674329480091331,0.9399093285618316,328.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2660075434932001,0.04591406946596899,0.12429546073631004,-0.4013570826104347,-0.11845784868512821
747,TP53,0.4862699303715777,0.93027883574389,0.63644255679059,0.2321305473911286,301.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3626165884512444,-0.4378897584002952,-0.46216089460584864,0.5890602314725835,-0.3544322558811732
748,BRCA1,0.3865348236304619,0.0279411522431509,0.0878845780773056,0.8986304453281212,319.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.518149029767072,0.29227177993110987,0.05381016201443156,0.2512235641479492,-0.25805273056030265
749,MYC,0.0052180416089919,0.8192741597699021,0.0704432344556531,0.1565570627518455,312.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0816153561627424,0.22456467669943114,0.12612437495478868,-0.3183303386607068,0.758166558401925
750,PTEN,0.4371281594180404,0.6801923120971425,0.086513850057591,0.0471432897381725,290.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.237535031636556,0.17556314883024804,0.21146361739547181,0.300587986885233,0.7555709021432058
751,non-targeting,0.105947994454203,0.0247967502327116,0.8758422477195421,0.9130037049434424,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2797593081438985,-0.17099841988605013,0.3706882476806641,-0.2368448298028174,-0.18808025632585812
752,MYC,0.9091221300832932,0.9111701336708572,0.3720246473960504,0.248578824252301,289.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9442566977606877,0.34876014875329053,-0.13501921053285937,0.045366421151668446,-0.2541821207318986
753,PTEN,0.8799405196438376,0.92566302811302,0.3990078569311411,0.3289835898156257,319.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6545527493512189,0.3799771184506624,-0.41411866082085513,0.7382027321673457,0.5423963001796179
754,non-targeting,0.6108358902166791,0.3535912377756013,0.8999331314749773,0.3975383852420673,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7905720463505497,0.3345789370329484,-0.24379189102737975,0.26561785352990963,0.29040581839425217
755,PTEN,0.7724406402392915,0.7107010109279549,0.6533055828324389,0.1008461055781742,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5320890285350659,0.20144987520964253,0.42287997493037466,-0.20680832152671003,-0.09955561501639232
756,KRAS,0.7823123182158355,0.6287331020589046,0.8301386220404875,0.2076531121052367,323.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0216865398265695,0.2055238226185674,-0.3138057955989131,0.13529189089511306,0.011906187874930252
757,TP53,0.5834296840037984,0.3347953635723847,0.6301386511530237,0.0068797340831864,314.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2401802628128618,-0.44914039943529227,-0.2030631206653737,0.278905263860175,0.5302691050938197
758,MYC,0.4778196221450789,0.767641119828974,0.3055381661198073,0.0820701948160146,333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9632587927359124,-0.293145872199017,-0.520932423626935,0.019763869427620095,-0.23485082898821164
759,non-targeting,0.7512917679063473,0.3574435623609779,0.9246606919124092,0.3984356164052869,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7920475429958769,-0.5680151814999788,0.19497571874547903,0.27392591111203446,0.17010217394147586
760,MYC,0.4166216075620697,0.5639666395550155,0.5248228213245248,0.4184120321048942,328.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2582062120790833,0.2359581408293352,-0.6055192240962275,0.557546043395996,0.33088501521519254
761,KRAS,0.0038827795865973,0.2993611106056505,0.7564687421996024,0.1902170469755086,312.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27632170783148857,0.12388300688370402,-0.0163029635394063,-0.5138946208548039,-0.07844608851841506
762,BRCA1,0.6916803882307158,0.9237569259043416,0.8762508296542352,0.6277195331512953,317.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.202512126498752,0.3837324557097064,-0.3028838475545246,-0.10180694093095477,-0.9522045816693987
763,MYC,0.583119851513787,0.3027692302035433,0.1782554386535073,0.578452685298994,310.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1815651293154115,0.5944463895714802,-0.14523151538990176,-0.8284620325616066,-0.08003935132707873
764,TP53,0.2103197672862875,0.629186866296328,0.8918927946229032,0.026444830769046,295.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1388124995761446,-0.24615190754766036,0.13768116986310042,0.13029698513923815,-0.09679848807198654
765,PTEN,0.5716254634374666,0.4612407701870602,0.5604772168694234,0.7100057854132755,311.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1440250820583766,-0.1628958163054095,-0.5128723215173792,0.22196192639939327,-0.22767436163766042
766,TP53,0.0976734279350434,0.5683775908087609,0.1416628190563911,0.587682934549848,330.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8933958336159034,0.6180074525916057,0.20676567642777055,-0.25108599155507183,-0.7595843042646135
767,MYC,0.5938168500173576,0.6112957510144449,0.3911478100696263,0.9619107747190832,308.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7937526279025606,-0.3824388960133427,0.0831298828125,0.04886302745088633,0.19353193555559445
768,MYC,0.0907481329605276,0.4234974659294657,0.3162097858592667,0.0491695972156123,334.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7892865286933048,0.428535278983738,0.4066039897777416,-0.3620518867005693,-0.24858330317905963
769,TP53,0.6624747990364641,0.4605244614820348,0.4099608972300712,0.166692973854776,319.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15810686040807664,0.5296096635901408,-0.5411345941049082,0.43808172510025356,-0.32205728803362166
770,MYC,0.5426143073385787,0.5738731261323549,0.5783160621776671,0.587058353605661,315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6495056929411713,-0.4355497401693593,-0.17531202104356547,0.5922873436136449,-0.13450336456298828
771,KRAS,0.1069794933546852,0.5939391411134247,0.4598944621138339,0.0566066943954811,308.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49013715673376,0.14246273040771484,-0.2684532306812428,-0.5386414527893066,0.05789143698556076
772,TP53,0.0571888828895866,0.2444034741463634,0.5619967622433435,0.7987558793041825,315.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8116520916974104,-0.3663061349288277,-0.26563317334210423,-0.22060434260266892,-0.3986692701067245
773,KRAS,0.8299948119785207,0.6779016234072357,0.5756717706501163,0.1029355614307736,300.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9021849173086662,-0.2983153301736583,-0.11021080017089835,-0.16189337994189978,-0.15145728247506263
774,PTEN,0.7983294654514966,0.6694548701037251,0.143583647783987,0.3581487628260353,331.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2483020641185618,-0.04789008679597262,0.07626667729130499,-0.9108560034569273,0.49445359366280695
775,BRCA1,0.6574379242133218,0.1352270201217638,0.8416869738661698,0.3204979657030921,335.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0776726687396014,0.03527861885402506,0.25314299265543627,0.2598627171617873,-0.09784308842250278
776,MYC,0.8285389445763834,0.0054672378303176,0.835332724329174,0.7947234423612342,313.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0098648283216687,0.11497477655825405,-0.19150430891248926,-0.215492658412203,-0.047863115583147264
777,MYC,0.1947705180402305,0.6662874299245881,0.1877661934038925,0.4713537559597273,301.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24237851743344918,0.6214808090873387,-0.28023071289062496,-0.1971959276402251,0.040609768458775175
778,PTEN,0.0465623946136422,0.7404284300288049,0.5829201670801564,0.8879603531344777,333.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8039170865659362,0.006281458813211183,-0.14451588524712466,-0.40823876401211345,-0.27093949999128064
779,MYC,0.7887230793470625,0.6622921613568468,0.175851556519754,0.3026689504012605,308.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976752429538303,0.21334015390147343,0.09856136463306586,-0.31799683672316537,-0.31514309474400104
780,MYC,0.743054279375205,0.1235055518103933,0.6713720546057205,0.4386727501008409,311.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5173911695127134,-0.2268731407497242,-0.6309523405852142,0.8472482275455557,-0.0867607797895158
781,BRCA1,0.1448812391425641,0.2515166740179684,0.9257210909388331,0.0242180347833936,313.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5979888633445456,-0.10046221691629142,0.48357806735568554,-0.1835211733554274,0.279908507210868
782,MYC,0.8297646774114844,0.4870626581619617,0.3213442104417254,0.3492737413990275,330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3540935516357422,0.6478256225585937,-0.4696749651873555,-0.057471457948075955,-0.18592388970511298
783,TP53,0.4488862551365495,0.8608629657547012,0.183903107221328,0.3220742639780055,309.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266621356540256,0.170068815480108,0.673436094213415,0.29944299332639,0.29775238037109375
784,non-targeting,0.1339939819915968,0.4838501713682114,0.2394085042287767,0.9146548377619907,314.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5429144823992693,0.373283635015073,0.4165992312961153,-0.057126432784060155,-0.22222194671630868
785,PTEN,0.8111869402162075,0.7037611215890733,0.9839912553285513,0.9052822203657126,304.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1055949387726958,0.2639720004537831,-0.030180726227936994,0.003407847627680427,-0.44115475245884483
786,TP53,0.0150028897560657,0.8688356931385415,0.517252920246434,0.6514783093444091,308.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208849518387406,-0.7885339156441067,-0.23713029932092722,0.22705678736909918,0.39938599722726
787,non-targeting,0.3724542698575528,0.4577755748493294,0.2070868444687856,0.997204092570598,318.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1969070999710647,0.11294362441353178,-0.059113958146836953,0.08573857165397492,0.07250480651855473
788,TP53,0.5725802990950772,0.101161901281117,0.9477159616418368,0.0831359812975203,323.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0533462383128978,0.5279230698295261,-0.7738324836448387,0.2647392800513735,0.034274074009486455
789,KRAS,0.5349276189201856,0.4151279535613268,6.32581864815629e-05,0.0345417298378681,305.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8379818810356987,-0.03108518849248454,-0.4009823728490758,-0.6412804786195145,-0.239760344369071
790,KRAS,0.6848059145911524,0.0358782971259068,0.7994895146936275,0.4036451690242557,308.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39399920569525815,0.043932748877483885,0.09753434216534651,0.24019699908317405,0.07706257956368567
791,TP53,0.7433543897189114,0.952247323297748,0.5946058033080975,0.7070624674469255,306.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6051289169876664,-0.24641169257785966,-0.7763245123404044,0.3039096710529734,-0.23236810139247344
792,TP53,0.2664092054094277,0.804131188546063,0.6571669315806825,0.4777434792762189,313.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0853565004136827,0.018554293591043214,0.16970423239248777,-0.6247999556521152,0.5198684419904436
793,MYC,0.4549498021696749,0.9401064833553672,0.5256435006489162,0.8260074507776861,298.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3175421396891276,-0.8044253867605459,-0.8607729028772425,-0.0904612825271931,0.41411149161202565
794,non-targeting,0.517389533035521,0.9001265835047356,0.7613378682015951,0.6740748516432125,317.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5073443130210593,-0.04195392442786172,0.1282358098913121,0.30731890658114813,0.2514096668788366
795,BRCA1,0.9678750568282908,0.1694456947097752,0.7899155439939427,0.7463663054909069,315.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5975557963053386,0.12161540985107422,0.032909357989275856,-0.49630825976107995,-0.0704194750104632
796,PTEN,0.5643872750714019,0.5404041387902639,0.7752137146032548,0.0782731047011831,331.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8907077930591725,0.1503892152205757,0.10243417245370368,0.44665477428030465,0.6300869260515487
797,TP53,0.7826855526959018,0.58521561031083,0.3945978372788697,0.985304409587582,318.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.499163634688766,0.27316077688465934,0.17703087418167662,0.21350792012316133,0.2839782987322126
798,non-targeting,0.9097675456614384,0.858937974174397,0.2692347223053563,0.8915067650515972,308.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8789357079399958,0.11198586588320536,-0.15516658005891037,-0.15106825321278672,-0.4104836600167412
799,non-targeting,0.9508307104514884,0.4196178030917221,0.9556154364767168,0.2644525266480615,310.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3141252164487487,0.12431296472964082,0.01225147953739869,0.21252130143185877,-0.4474596159798758
800,PTEN,0.5731822658852145,0.3522032288914386,0.8822894190223366,0.5304562741440013,329.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42693031805532944,-1.06070382491402,-0.17146087222629114,-0.023905940766030254,0.266923659188407
801,TP53,0.0342936672390061,0.5608145776079608,0.8372794713032106,0.675853900869345,324.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3473954094780818,-0.6217195096223249,-0.16742377104582595,-0.01684214003542639,-0.03784555707659054
802,non-targeting,0.9171211780141536,0.1814198274832394,0.4049678009021585,0.9034629291133376,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19953783529776103,-0.887103213434634,-0.708129451892994,0.1869068389243269,0.19871959686279306
803,KRAS,0.4346309150941285,0.0740440118122471,0.3329179276978297,0.4198530646309367,336.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30900630244502314,-0.5943234775377356,0.795140746787742,0.45133857727050786,0.2031944819859095
804,KRAS,0.0495120065558277,0.1446697577117461,0.315688612982865,0.4215474083195681,301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6175509488141093,-0.7938371741253396,0.029889170328776027,0.02336004744184783,0.17292968205043246
805,BRCA1,0.331044466521877,0.3282850774433418,0.2933208525824207,0.7103676076485127,328.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2048116966530129,-1.1494068726249362,-0.07672504848904094,0.2627808428825218,-0.04746570587158194
806,MYC,0.0505455436817212,0.3161231797536865,0.0535709706503434,0.134276231532629,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12290893837257655,-0.9286699834077253,-0.7824764534279153,0.03237171578914566,-0.7929047448294503
807,non-targeting,0.3329373642605667,0.5755124137883347,0.8785259934435881,0.222396880915182,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6196949852837457,-0.9020334264506464,-0.5841059720074688,0.3779144652346347,0.38781683785574783
808,BRCA1,0.3937428999593785,0.8621771933435372,0.0721208103404563,0.1503749713161659,308.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4263950135972765,-0.9781225847161336,-0.1568089591132269,-0.02802681415639019,-0.23193498338971819
809,MYC,0.9290431907837646,0.2714483680493773,0.1857840936903356,0.5558153928702789,294.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23586342423050488,-1.0204470841780953,0.48512536508065685,-0.0683377184766405,-0.12127176012311658
810,MYC,0.6361487220557176,0.5637886993407912,0.0123899410792575,0.364544879738277,322.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6798664446230288,-1.1815075169438902,-0.7352067170319733,-0.2912395213512664,-0.13417143140520382
811,TP53,0.3696855064917395,0.4464194979258431,0.4476442625281641,0.906575157378792,317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42506438361273857,-1.3110515656678572,-0.5235966046651204,0.124211108430903,0.051253564017159414
